,crypto,crypto_date,starting_price,closing_price,high_price,low_price,volume,market_cap
33,Dogecoin,"Sep 21, 2021",$0.2088,$0.2181,$0.1982,$0.201,"$1,766,963,639","$26,411,886,849"
34,Dogecoin,"Sep 20, 2021",$0.2332,$0.2336,$0.2,$0.2071,"$2,244,003,542","$27,203,107,589"
35,Dogecoin,"Sep 19, 2021",$0.2413,$0.2413,$0.2313,$0.2331,"$892,763,953","$30,623,676,762"
36,Dogecoin,"Sep 18, 2021",$0.2399,$0.2473,$0.2382,$0.2414,"$999,151,515","$31,703,190,100"
37,Dogecoin,"Sep 17, 2021",$0.2421,$0.2595,$0.238,$0.2399,"$2,246,768,047","$31,508,621,022"
38,Dogecoin,"Sep 16, 2021",$0.2475,$0.2477,$0.2339,$0.2426,"$1,140,048,496","$31,850,013,222"
39,Dogecoin,"Sep 15, 2021",$0.2406,$0.2483,$0.2392,$0.2477,"$980,188,820","$32,521,833,772"
40,Dogecoin,"Sep 14, 2021",$0.2361,$0.2417,$0.234,$0.2407,"$967,948,743","$31,600,960,341"
41,Dogecoin,"Sep 13, 2021",$0.2506,$0.252,$0.2289,$0.2359,"$1,759,116,002","$30,967,125,431"
42,Dogecoin,"Sep 12, 2021",$0.2413,$0.2548,$0.2392,$0.2506,"$1,419,288,866","$32,894,764,663"
43,Dogecoin,"Sep 11, 2021",$0.2398,$0.248,$0.2385,$0.2414,"$1,196,337,689","$31,685,950,201"
44,Dogecoin,"Sep 10, 2021",$0.2526,$0.2616,$0.2359,$0.24,"$1,840,815,800","$31,492,303,153"
45,Dogecoin,"Sep 09, 2021",$0.2504,$0.2596,$0.2493,$0.2526,"$1,763,183,557","$33,144,164,827"
46,Dogecoin,"Sep 08, 2021",$0.2543,$0.2633,$0.2349,$0.2571,"$3,226,346,052","$33,733,354,641"
47,Dogecoin,"Sep 07, 2021",$0.309,$0.311,$0.2165,$0.2537,"$5,653,327,525","$33,286,919,896"
48,Dogecoin,"Sep 06, 2021",$0.3143,$0.3198,$0.3005,$0.3088,"$2,611,846,129","$40,500,682,556"
49,Dogecoin,"Sep 05, 2021",$0.2993,$0.315,$0.2966,$0.3145,"$2,393,033,527","$41,252,120,932"
50,Dogecoin,"Sep 04, 2021",$0.2961,$0.3087,$0.2933,$0.2994,"$2,263,193,245","$39,262,373,462"
51,Dogecoin,"Sep 03, 2021",$0.2948,$0.3045,$0.2885,$0.2963,"$2,384,046,931","$38,849,891,033"
52,Dogecoin,"Sep 02, 2021",$0.2944,$0.3092,$0.292,$0.296,"$2,981,069,411","$38,804,148,951"
53,Dogecoin,"Sep 01, 2021",$0.2781,$0.2949,$0.2735,$0.2944,"$1,937,809,622","$38,596,297,313"
54,Dogecoin,"Aug 31, 2021",$0.2719,$0.2858,$0.27,$0.2785,"$1,745,967,018","$36,501,701,126"
55,Dogecoin,"Aug 30, 2021",$0.2812,$0.2896,$0.2704,$0.2721,"$1,748,987,269","$35,668,338,011"
56,Dogecoin,"Aug 29, 2021",$0.2859,$0.2917,$0.2775,$0.2811,"$1,473,623,363","$36,844,303,305"
57,Dogecoin,"Aug 28, 2021",$0.2946,$0.2992,$0.2833,$0.2856,"$1,534,807,298","$37,431,722,049"
58,Dogecoin,"Aug 27, 2021",$0.2688,$0.2948,$0.2654,$0.2944,"$2,382,150,423","$38,581,365,942"
59,Dogecoin,"Aug 26, 2021",$0.2928,$0.296,$0.2653,$0.2689,"$2,410,285,454","$35,233,146,562"
60,Dogecoin,"Aug 25, 2021",$0.2892,$0.2968,$0.28,$0.2922,"$2,518,743,227","$38,285,607,715"
0,Bitcoin,"Oct 24, 2021","$61,368.34","$61,505.80","$59,643.35","$60,930.84","$27,316,183,882","$1,148,743,134,468"
1,Bitcoin,"Oct 23, 2021","$60,694.63","$61,743.88","$59,826.52","$61,393.62","$26,882,546,034","$1,157,410,091,263"
2,Bitcoin,"Oct 22, 2021","$62,237.89","$63,715.02","$60,122.80","$60,692.26","$38,434,082,775","$1,144,131,483,274"
3,Bitcoin,"Oct 21, 2021","$66,002.23","$66,600.55","$62,117.41","$62,210.17","$45,908,121,370","$1,172,684,282,558"
4,Bitcoin,"Oct 20, 2021","$64,284.59","$66,930.39","$63,610.67","$65,992.84","$40,788,955,582","$1,243,927,428,207"
5,Bitcoin,"Oct 19, 2021","$62,043.17","$64,434.53","$61,622.93","$64,261.99","$40,471,196,346","$1,211,242,526,571"
6,Bitcoin,"Oct 18, 2021","$61,548.80","$62,614.66","$60,012.76","$62,026.08","$38,055,562,075","$1,169,039,169,043"
7,Bitcoin,"Oct 17, 2021","$60,887.65","$61,645.52","$59,164.47","$61,553.62","$29,032,367,511","$1,160,077,513,368"
8,Bitcoin,"Oct 16, 2021","$61,609.53","$62,274.48","$60,206.12","$60,892.18","$34,250,964,237","$1,147,551,202,767"
9,Bitcoin,"Oct 15, 2021","$57,345.90","$62,757.13","$56,868.14","$61,593.95","$51,780,081,801","$1,160,726,409,230"
10,Bitcoin,"Oct 14, 2021","$57,372.83","$58,478.74","$56,957.08","$57,321.53","$36,615,791,366","$1,080,160,001,108"
11,Bitcoin,"Oct 13, 2021","$56,038.26","$57,688.66","$54,370.97","$57,401.10","$41,684,252,783","$1,081,611,750,762"
12,Bitcoin,"Oct 12, 2021","$57,526.83","$57,627.88","$54,477.97","$56,041.06","$41,083,758,949","$1,055,926,265,435"
13,Bitcoin,"Oct 11, 2021","$54,734.12","$57,793.04","$54,519.77","$57,484.79","$42,637,331,698","$1,083,079,138,639"
14,Bitcoin,"Oct 10, 2021","$54,952.82","$56,401.30","$54,264.26","$54,771.58","$39,527,792,364","$1,031,909,532,688"
15,Bitcoin,"Oct 09, 2021","$53,929.78","$55,397.94","$53,735.14","$54,968.22","$32,491,211,414","$1,035,558,748,272"
16,Bitcoin,"Oct 08, 2021","$53,802.15","$55,922.98","$53,688.06","$53,967.85","$34,800,873,924","$1,016,664,484,566"
17,Bitcoin,"Oct 07, 2021","$55,338.62","$55,338.62","$53,525.47","$53,805.99","$36,807,860,413","$1,013,573,258,668"
18,Bitcoin,"Oct 06, 2021","$51,486.67","$55,568.46","$50,488.19","$55,361.45","$49,034,730,168","$1,042,827,678,808"
19,Bitcoin,"Oct 05, 2021","$49,174.96","$51,839.99","$49,072.84","$51,514.81","$35,873,904,236","$970,325,310,417"
20,Bitcoin,"Oct 04, 2021","$48,208.91","$49,456.78","$47,045.00","$49,112.90","$33,383,173,002","$925,033,195,574"
21,Bitcoin,"Oct 03, 2021","$47,680.03","$49,130.69","$47,157.29","$48,199.95","$26,638,115,879","$907,791,525,236"
22,Bitcoin,"Oct 02, 2021","$48,137.47","$48,282.06","$47,465.50","$47,711.49","$30,614,346,492","$898,547,418,743"
23,Bitcoin,"Oct 01, 2021","$43,816.74","$48,436.01","$43,320.02","$48,116.94","$42,850,641,582","$906,127,699,408"
24,Bitcoin,"Sep 30, 2021","$41,551.27","$44,092.60","$41,444.58","$43,790.90","$31,141,681,925","$824,619,217,608"
25,Bitcoin,"Sep 29, 2021","$41,064.98","$42,545.26","$40,829.67","$41,564.36","$30,602,359,905","$782,651,228,474"
26,Bitcoin,"Sep 28, 2021","$42,200.90","$42,775.15","$40,931.66","$41,034.54","$30,214,940,550","$772,639,687,709"
27,Bitcoin,"Sep 27, 2021","$43,234.18","$44,313.25","$42,190.63","$42,235.73","$30,980,029,059","$795,216,175,345"
28,Bitcoin,"Sep 26, 2021","$42,721.63","$43,919.30","$40,848.46","$43,208.54","$30,661,222,077","$813,490,665,613"
29,Bitcoin,"Sep 25, 2021","$42,840.89","$42,996.26","$41,759.92","$42,716.59","$31,604,717,236","$804,192,450,113"
30,Bitcoin,"Sep 24, 2021","$44,894.30","$45,080.49","$40,936.56","$42,839.75","$42,839,345,714","$806,470,363,647"
31,Bitcoin,"Sep 23, 2021","$43,560.30","$44,942.17","$43,109.34","$44,895.10","$34,244,064,430","$845,122,403,460"
32,Bitcoin,"Sep 22, 2021","$40,677.95","$43,978.62","$40,625.63","$43,574.51","$38,139,709,246","$820,218,503,579"
33,Bitcoin,"Sep 21, 2021","$43,012.23","$43,607.61","$39,787.61","$40,693.68","$48,701,090,088","$765,958,488,767"
34,Bitcoin,"Sep 20, 2021","$47,261.41","$47,328.20","$42,598.92","$42,843.80","$43,909,845,642","$806,395,852,718"
35,Bitcoin,"Sep 19, 2021","$48,268.86","$48,328.37","$46,919.80","$47,260.22","$26,967,722,648","$889,472,404,520"
36,Bitcoin,"Sep 18, 2021","$47,273.53","$48,791.78","$47,087.28","$48,278.36","$28,575,630,451","$908,584,317,849"
37,Bitcoin,"Sep 17, 2021","$47,771.00","$48,160.92","$46,832.52","$47,267.52","$28,727,713,711","$889,514,744,351"
38,Bitcoin,"Sep 16, 2021","$48,158.91","$48,486.83","$47,079.56","$47,783.36","$31,764,293,754","$899,179,151,780"
39,Bitcoin,"Sep 15, 2021","$47,098.00","$48,450.47","$46,773.33","$48,176.35","$30,484,496,466","$906,532,479,371"
40,Bitcoin,"Sep 14, 2021","$44,960.05","$47,218.13","$44,752.33","$47,092.49","$38,652,152,880","$886,095,283,701"
41,Bitcoin,"Sep 13, 2021","$46,057.22","$46,598.68","$43,591.32","$44,963.07","$40,969,943,253","$845,980,481,365"
42,Bitcoin,"Sep 12, 2021","$45,206.63","$46,364.88","$44,790.46","$46,063.27","$27,881,980,161","$866,636,671,662"
43,Bitcoin,"Sep 11, 2021","$44,869.84","$45,969.29","$44,818.27","$45,201.46","$34,499,835,245","$850,381,828,071"
44,Bitcoin,"Sep 10, 2021","$46,396.66","$47,031.74","$44,344.49","$44,883.91","$39,154,666,597","$844,367,023,727"
45,Bitcoin,"Sep 09, 2021","$45,774.74","$47,261.95","$45,669.74","$46,391.42","$38,672,657,013","$872,686,454,372"
46,Bitcoin,"Sep 08, 2021","$46,827.76","$47,334.06","$44,561.39","$46,091.39","$49,007,762,488","$867,002,908,109"
47,Bitcoin,"Sep 07, 2021","$52,660.48","$52,853.76","$43,285.21","$46,811.13","$65,210,059,683","$880,498,621,998"
48,Bitcoin,"Sep 06, 2021","$51,769.00","$52,700.94","$51,053.68","$52,633.54","$38,884,105,426","$989,965,076,456"
49,Bitcoin,"Sep 05, 2021","$49,937.86","$51,868.68","$49,538.60","$51,753.41","$30,322,676,319","$973,354,882,473"
50,Bitcoin,"Sep 04, 2021","$50,009.33","$50,545.58","$49,548.78","$49,944.63","$37,471,327,794","$939,286,123,133"
51,Bitcoin,"Sep 03, 2021","$49,288.25","$50,982.27","$48,386.09","$50,025.37","$43,206,179,619","$940,757,184,680"
52,Bitcoin,"Sep 02, 2021","$48,807.85","$50,343.42","$48,652.32","$49,327.72","$39,508,070,319","$927,590,865,738"
53,Bitcoin,"Sep 01, 2021","$47,099.77","$49,111.09","$46,562.44","$48,847.03","$39,139,399,125","$918,501,510,157"
54,Bitcoin,"Aug 31, 2021","$47,024.34","$48,189.55","$46,750.09","$47,166.69","$34,730,363,427","$886,869,903,603"
55,Bitcoin,"Aug 30, 2021","$48,834.85","$48,925.61","$46,950.27","$47,054.98","$31,847,007,016","$884,727,824,089"
56,Bitcoin,"Aug 29, 2021","$48,911.25","$49,644.11","$47,925.86","$48,829.83","$25,889,650,240","$918,057,300,166"
57,Bitcoin,"Aug 28, 2021","$49,072.59","$49,283.51","$48,499.24","$48,902.40","$28,568,103,401","$919,372,790,254"
58,Bitcoin,"Aug 27, 2021","$46,894.56","$49,112.79","$46,394.28","$49,058.67","$34,511,076,995","$922,265,559,164"
59,Bitcoin,"Aug 26, 2021","$49,002.64","$49,347.58","$46,405.78","$46,942.22","$32,666,549,568","$882,436,522,913"
60,Bitcoin,"Aug 25, 2021","$47,727.26","$49,202.88","$47,163.61","$48,960.79","$32,646,349,931","$920,337,950,861"
